ID,data_field,Data Set,data_structure,Data Type,Length
18687,Start Ts,CAL170830 Logical Name,NSFR Stability Category x Account Liquidity Deposit Relationship Daily Fact,TIMESTAMP,0
18673,Start Ts,CAL170830 Logical Name,NSFR Stability Category Maturity Bucket Refdimension,TIMESTAMP,0
18761,Start Ts,CAL170830 Logical Name,Retail Competitor Product Benchmark Refdimension,TIMESTAMP,0
18722,Start Ts,CAL170830 Logical Name,LCR Outflow Category x Segmental Division Relationship,TIMESTAMP,0
18712,Start Ts,CAL170830 Logical Name,NSFR Stability Category Refdimension,TIMESTAMP,0
18741,Start Ts,CAL170830 Logical Name,LCR Outflow Category x Customer x Account Liqudity Deposit Relationship,TIMESTAMP,0
18878,Start Ts,CAL170830 Logical Name,Basel III Customer Type Hierarchy Refdimension,TIMESTAMP,0
18911,Start Ts,CAL170830 Logical Name,FRLIQ Haircut Refdimension,TIMESTAMP,0
18890,Start Ts,CAL170830 Logical Name,FRLIQ Deposit Stickiness Factor Fact,TIMESTAMP,0
18926,Start Ts,CAL170830 Logical Name,FRLiq Reported Cash Flow Fact,TIMESTAMP,0
19119,Start Ts,CAL170830 Logical Name,FRLIQ Business Unit Refdimension,TIMESTAMP,0
19062,Start Ts,CAL170830 Logical Name,Maturity Bucketing Calendar Days Hierarchy Refdimension,TIMESTAMP,0
19091,Start Ts,CAL170830 Logical Name,Time Period Dimension,TIMESTAMP,0
19105,Start Ts,CAL170830 Logical Name,FRLIQ Customer Type Refdimension,TIMESTAMP,0
19239,Start Ts,CAL170830 Logical Name,Liquidity Evolution Customer Balance Band Refdimension,TIMESTAMP,0
19269,Start Ts,CAL170830 Logical Name,Report Structure x LE Customer Balance Band Relationship,TIMESTAMP,0
19281,Start Ts,CAL170830 Logical Name,Report Structure x Maturity Bucketing LE 1D Relationship,TIMESTAMP,0
19257,Start Ts,CAL170830 Logical Name,Maturity Bucketing Liquidity Evolution 1D Refdimension,TIMESTAMP,0
19223,Start Ts,CAL170830 Logical Name,Credit Interest Rate Band RefDimension,TIMESTAMP,0
19299,Start Ts,CAL170830 Logical Name,AMM Rate Curve Point Dimension,TIMESTAMP,0
19405,Start Ts,CAL170830 Logical Name,AMM Product Type Hierarchy Refdimension,TIMESTAMP,0
17396,Start Ts,CAL170830 Logical Name,Transaction Dimension,TIMESTAMP,0
17356,Start Ts,CAL170830 Logical Name,LCR Outflow Category Hierarchy Refdimension,TIMESTAMP,0
17367,Start Ts,CAL170830 Logical Name,NSFR Month Hierarchy Refdimension,TIMESTAMP,0
17554,Start Ts,CAL170830 Logical Name,UK PLC Legal Hierarchy Refdimension,TIMESTAMP,0
17518,Start Ts,CAL170830 Logical Name,Legal Reporting Hierarchy Refdimension,TIMESTAMP,0
17577,Start Ts,CAL170830 Logical Name,Notice Dimension,TIMESTAMP,0
17718,Start Ts,CAL170830 Logical Name,Frequency Refdimension,TIMESTAMP,0
17685,Start Ts,CAL170830 Logical Name,Account Liquidity Deposit Daily Fact,TIMESTAMP,0
17736,Start Ts,CAL170830 Logical Name,Account General Dimension,TIMESTAMP,0
17950,Start Ts,CAL170830 Logical Name,Product Type Liquidity Hierarchy Refdimension,TIMESTAMP,0
17882,Start Ts,CAL170830 Logical Name,PRA Market Classification Hierarchy Refdimension,TIMESTAMP,0
17899,Start Ts,CAL170830 Logical Name,NACE Section Market Classification Hierarchy Refdimension,TIMESTAMP,0
17928,Start Ts,CAL170830 Logical Name,Currency FX Rate Fact,TIMESTAMP,0
18075,Start Ts,CAL170830 Logical Name,Rate Dimension,TIMESTAMP,0
18110,Start Ts,CAL170830 Logical Name,CBI Deposit Interest Rate Type Refdimension,TIMESTAMP,0
18124,Start Ts,CAL170830 Logical Name,Inflow Outflow Refdimension,TIMESTAMP,0
18095,Start Ts,CAL170830 Logical Name,Rate Daily Value,TIMESTAMP,0
18041,Start Ts,CAL170830 Logical Name,Product Accessibility Type Refdimension,TIMESTAMP,0
18054,Start Ts,CAL170830 Logical Name,Account General x Customer Relationship Fact,TIMESTAMP,0
18284,Start Ts,CAL170830 Logical Name,Day Dimension,TIMESTAMP,0
18298,Start Ts,CAL170830 Logical Name,Maturity Bucketing Note 84 Liq Risk Cash Flows Hierarchy Refdimension,TIMESTAMP,0
18225,Start Ts,CAL170830 Logical Name,Report Structure x NSFR Stability Category Relationship,TIMESTAMP,0
18490,Start Ts,CAL170830 Logical Name,UK PLC Management Hierarchy Refdimension,TIMESTAMP,0
18412,Start Ts,CAL170830 Logical Name,Segmental Hierarchy Refdimension,TIMESTAMP,0
18448,Start Ts,CAL170830 Logical Name,Currency Reporting Hierarchy Refdimension,TIMESTAMP,0
18637,Start Ts,CAL170830 Logical Name,Maturity Bucketing Calendar Months Refdimension,TIMESTAMP,0
18612,Start Ts,CAL170830 Logical Name,Foreign Domestic Reporting Hierarchy Refdimension,TIMESTAMP,0
18648,Start Ts,CAL170830 Logical Name,LCR Outflow Category X Account Liquidity Deposit Relationship Daily Fact,TIMESTAMP,0
18834,Start Ts,CAL170830 Logical Name,Product Dimension,TIMESTAMP,0
18785,Start Ts,CAL170830 Logical Name,Company Code Unit Refdimension,TIMESTAMP,0
18796,Start Ts,CAL170830 Logical Name,FRLIQ Balance Band Hierarchy Refdimension,TIMESTAMP,0
18958,Start Ts,CAL170830 Logical Name,Account Liquidity Cash Flow Fact,TIMESTAMP,0
18947,Start Ts,CAL170830 Logical Name,Regular Saver Method Type Refdimension,TIMESTAMP,0
19023,Start Ts,CAL170830 Logical Name,Regulatory Reporting Month Hierarchy Refdimension,TIMESTAMP,0
18993,Start Ts,CAL170830 Logical Name,Liquidity Treasury Hierarchy Refdimension,TIMESTAMP,0
19193,Start Ts,CAL170830 Logical Name,Report Structure x Basel III Customer Type Relationship,TIMESTAMP,0
19149,Start Ts,CAL170830 Logical Name,FRLIQ Balance Band Refdimension,TIMESTAMP,0
19162,Start Ts,CAL170830 Logical Name,Customer X Customer Relationship,TIMESTAMP,0
19174,Start Ts,CAL170830 Logical Name,Customer Image X Customer Image Traceability Relationship,TIMESTAMP,0
19133,Start Ts,CAL170830 Logical Name,FRLIQ Product Type Refdimension,TIMESTAMP,0
19206,Start Ts,CAL170830 Logical Name,Liquidity Reporting Exclusion List Refdimension,TIMESTAMP,0
19326,Start Ts,CAL170830 Logical Name,AMM B_III Customer Type Group Refdimension,TIMESTAMP,0
19312,Start Ts,CAL170830 Logical Name,AMM Total Liabilities Threshold Refdimension,TIMESTAMP,0
19356,Start Ts,CAL170830 Logical Name,AMM Product Type Prep Refdimension,TIMESTAMP,0
19373,Start Ts,CAL170830 Logical Name,AMM Day Contractual Bucketing Refdimension,TIMESTAMP,0
19338,Start Ts,CAL170830 Logical Name,AMM B_III Customer Type X Group Refdimension,TIMESTAMP,0
19657,Start Ts,Access Layer,Account Blocked Reason Type Refdimension,TIMESTAMP,0
19774,Start Ts,Access Layer,Account General Dimension,TIMESTAMP,0
19812,Start Ts,Access Layer,Account General x Customer Relationship Fact,TIMESTAMP,0
20237,Start Ts,Access Layer,AMM Product Type Prep Refdimension,TIMESTAMP,0
20254,Start Ts,Access Layer,AMM Rate Curve Point Dimension,TIMESTAMP,0
20427,Start Ts,Access Layer,AMM Spread Amount Received Transaction Fact,TIMESTAMP,0
20309,Start Ts,Access Layer,AMM Rolled Over Amount Received Fact,TIMESTAMP,0
20283,Start Ts,Access Layer,AMM Report C66 Transaction Fact,TIMESTAMP,0
20724,Start Ts,Access Layer,Customer Daily Fact,TIMESTAMP,0
20760,Start Ts,Access Layer,Customer Dimension,TIMESTAMP,0
20881,Start Ts,Access Layer,Financial Event Subtype Refdimension,TIMESTAMP,0
20922,Start Ts,Access Layer,FINREP Hierarchy Refdimension,TIMESTAMP,0
20788,Start Ts,Access Layer,Customer X Customer Relationship,TIMESTAMP,0
21309,Start Ts,Access Layer,LCR Report Structure Dimension,TIMESTAMP,0
21378,Start Ts,Access Layer,Liquidity Evolution 1A1 Report Structure Dimension,TIMESTAMP,0
21360,Start Ts,Access Layer,Liquidity Evolution 1A1 Report Daily Fact,TIMESTAMP,0
21478,Start Ts,Access Layer,Liquidity Reporting Exclusion List Refdimension,TIMESTAMP,0
20218,Start Ts,Access Layer,AMM Product Type Hierarchy Refdimension,TIMESTAMP,0
20021,Start Ts,Access Layer,AMM B_III Customer Type X Group Refdimension,TIMESTAMP,0
20038,Start Ts,Access Layer,AMM Customer Amount Received Fact,TIMESTAMP,0
19955,Start Ts,Access Layer,Activity Status Refdimension,TIMESTAMP,0
19976,Start Ts,Access Layer,AMM Amount Received Fact,TIMESTAMP,0
19994,Start Ts,Access Layer,AMM Amount Received Transaction Fact,TIMESTAMP,0
20703,Start Ts,Access Layer,Currency Reporting Hierarchy Refdimension,TIMESTAMP,0
20505,Start Ts,Access Layer,Cash Flow Classification Refdimension,TIMESTAMP,0
20643,Start Ts,Access Layer,Currency Dimension,TIMESTAMP,0
21077,Start Ts,Access Layer,FRLIQ Haircut Refdimension,TIMESTAMP,0
21167,Start Ts,Access Layer,Interest Rate Type Refdimension,TIMESTAMP,0
20009,Start Ts,Access Layer,AMM B_III Customer Type Group Refdimension,TIMESTAMP,0
19939,Start Ts,Access Layer,Account Liquidity Deposit Dimension,TIMESTAMP,0
19841,Start Ts,Access Layer,Account Liquidity Cash Flow Fact,TIMESTAMP,0
19791,Start Ts,Access Layer,Account General x Customer Relationship,TIMESTAMP,0
20491,Start Ts,Access Layer,BIS Report Structure Dimension,TIMESTAMP,0
20408,Start Ts,Access Layer,AMM Spread Amount Received MTD Fact,TIMESTAMP,0
20390,Start Ts,Access Layer,AMM Spread Amount Received Month Summary Fact,TIMESTAMP,0
20366,Start Ts,Access Layer,AMM Rolled Over Amount Received Transaction Fact,TIMESTAMP,0
20963,Start Ts,Access Layer,Foreign Domestic Reporting Hierarchy Refdimension,TIMESTAMP,0
20867,Start Ts,Access Layer,EBA Report Structure Dimension,TIMESTAMP,0
21043,Start Ts,Access Layer,FRLIQ Customer Type Refdimension,TIMESTAMP,0
21060,Start Ts,Access Layer,FRLIQ Deposit Stickiness Factor Fact,TIMESTAMP,0
21511,Start Ts,Access Layer,Liquidity Treasury Hierarchy Refdimension,TIMESTAMP,0
21463,Start Ts,Access Layer,Liquidity Evolution Maturity Ladder 2A1 Daily Fact,TIMESTAMP,0
21525,Start Ts,Access Layer,Market Classification Refdimension,TIMESTAMP,0
21583,Start Ts,Access Layer,Maturity Bucketing Calendar Months Refdimension,TIMESTAMP,0
21412,Start Ts,Access Layer,Liquidity Evolution 1D Report Structure Dimension,TIMESTAMP,0
21391,Start Ts,Access Layer,Liquidity Evolution 1D Report Daily Fact,TIMESTAMP,0
21684,Start Ts,Access Layer,Notice Dimension,TIMESTAMP,0
21642,Start Ts,Access Layer,Maturity Bucketing Note 84 Liq Risk Cash Flows Hierarchy Refdimension,TIMESTAMP,0
21712,Start Ts,Access Layer,NSFR BIS Daily Fact,TIMESTAMP,0
21601,Start Ts,Access Layer,Maturity Bucketing Liquidity Evolution 1D Refdimension,TIMESTAMP,0
21878,Start Ts,Access Layer,PRA Market Classification Hierarchy Refdimension,TIMESTAMP,0
21830,Start Ts,Access Layer,NSFR Stability Category x Account Liquidity Deposit Relationship Daily Fact,TIMESTAMP,0
21851,Start Ts,Access Layer,Operational Cash Flow Dimension,TIMESTAMP,0
21930,Start Ts,Access Layer,Product Dimension,TIMESTAMP,0
22060,Start Ts,Access Layer,Regular Saver Method Type Refdimension,TIMESTAMP,0
22012,Start Ts,Access Layer,Product Type UK Management Hierarchy Refdimension,TIMESTAMP,0
21971,Start Ts,Access Layer,Product Type Liquidity Hierarchy Refdimension,TIMESTAMP,0
22199,Start Ts,Access Layer,Report Structure x LCR Stability Category Relationship,TIMESTAMP,0
22250,Start Ts,Access Layer,Retail Competitor Product Benchmark Refdimension,TIMESTAMP,0
22294,Start Ts,Access Layer,Segmental Hierarchy Refdimension,TIMESTAMP,0
22187,Start Ts,Access Layer,Report Structure x Basel III Customer Type Relationship,TIMESTAMP,0
22235,Start Ts,Access Layer,Report Structure x NSFR Stability Category Relationship,TIMESTAMP,0
22472,Start Ts,Access Layer,TDS Cash Flow Rolling 65 Day,TIMESTAMP,0
22798,Start Ts,Access Layer,TDS LCR Latest Day,TIMESTAMP,0
22710,Start Ts,Access Layer,TDS Deposits Rolling 65 Day,TIMESTAMP,0
22927,Start Ts,Access Layer,TDS NSFR Latest Day,TIMESTAMP,0
22983,Start Ts,Access Layer,TDS NSFR Rolling 65 Day,TIMESTAMP,0
23197,Start Ts,Access Layer,TRP NSFR Overview Rolling 13 Month,TIMESTAMP,0
23216,Start Ts,Access Layer,TRP Top 200 Customers Rolling 30 Day,TIMESTAMP,0
23155,Start Ts,Access Layer,TRP Liquidity Deposits Rolling 13 Month,TIMESTAMP,0
23097,Start Ts,Access Layer,TRP LCR Overview Rolling 13 Month,TIMESTAMP,0
23283,Start Ts,Access Layer,UK PLC Management Hierarchy Refdimension,TIMESTAMP,0
19643,Start Ts,Access Layer,&&&TERADATA CONTROL FRAMEWORK,TIMESTAMP,0
20115,Start Ts,Access Layer,AMM Maturity Bucketing C69 Refdimension,TIMESTAMP,0
20097,Start Ts,Access Layer,AMM Maturity Bucketing C66 Refdimension,TIMESTAMP,0
20182,Start Ts,Access Layer,AMM Product Amount Received Transaction Fact,TIMESTAMP,0
20519,Start Ts,Access Layer,CBI Deposit Interest Rate Type Refdimension,TIMESTAMP,0
20474,Start Ts,Access Layer,Basel III Customer Type Hierarchy Refdimension,TIMESTAMP,0
20545,Start Ts,Access Layer,CBoI Market Classification Hierarchy Refdimension,TIMESTAMP,0
20610,Start Ts,Access Layer,Country Refdimension,TIMESTAMP,0
20626,Start Ts,Access Layer,Credit Interest Rate Band RefDimension,TIMESTAMP,0
20594,Start Ts,Access Layer,Country Group Hierarchy Refdimension,TIMESTAMP,0
21015,Start Ts,Access Layer,FRLIQ Balance Band Refdimension,TIMESTAMP,0
21111,Start Ts,Access Layer,FRLiq Reported Cash Flow Fact,TIMESTAMP,0
21207,Start Ts,Access Layer,LCR Outflow Category Refdimension,TIMESTAMP,0
21091,Start Ts,Access Layer,FRLIQ Product Type Refdimension,TIMESTAMP,0
21227,Start Ts,Access Layer,LCR Outflow Category X Account Liquidity Deposit Relationship Daily Fact,TIMESTAMP,0
21139,Start Ts,Access Layer,Inflow Outflow Refdimension,TIMESTAMP,0
19909,Start Ts,Access Layer,Account Liquidity Deposit Daily Fact,TIMESTAMP,0
19864,Start Ts,Access Layer,Account Liquidity Daily Fact,TIMESTAMP,0
19710,Start Ts,Access Layer,Account General Daily Fact,TIMESTAMP,0
20441,Start Ts,Access Layer,AMM Total Liabilities Threshold Refdimension,TIMESTAMP,0
20339,Start Ts,Access Layer,AMM Rolled Over Amount Received Month Summary Fact,TIMESTAMP,0
20976,Start Ts,Access Layer,Frequency Refdimension,TIMESTAMP,0
20774,Start Ts,Access Layer,Customer Image X Customer Image Traceability Relationship,TIMESTAMP,0
20999,Start Ts,Access Layer,FRLIQ Balance Band Hierarchy Refdimension,TIMESTAMP,0
21029,Start Ts,Access Layer,FRLIQ Business Unit Refdimension,TIMESTAMP,0
20846,Start Ts,Access Layer,Day Dimension,TIMESTAMP,0
21347,Start Ts,Access Layer,Legal Reporting Hierarchy Refdimension,TIMESTAMP,0
19671,Start Ts,Access Layer,Account Blocked Type Refdimension,TIMESTAMP,0
21429,Start Ts,Access Layer,Liquidity Evolution 2A1 Report Structure Dimension,TIMESTAMP,0
21445,Start Ts,Access Layer,Liquidity Evolution Customer Balance Band Refdimension,TIMESTAMP,0
20133,Start Ts,Access Layer,AMM Maturity Bucketing C70 Refdimension,TIMESTAMP,0
20151,Start Ts,Access Layer,AMM Product Amount Received Fact,TIMESTAMP,0
20060,Start Ts,Access Layer,AMM Customer Amount Received Transaction Fact,TIMESTAMP,0
20079,Start Ts,Access Layer,AMM Day Contractual Bucketing Refdimension,TIMESTAMP,0
20663,Start Ts,Access Layer,Currency FX Rate Fact,TIMESTAMP,0
20565,Start Ts,Access Layer,Company Code Unit Refdimension,TIMESTAMP,0
21249,Start Ts,Access Layer,LCR Outflow Category x Customer x Account Liqudity Deposit Relationship,TIMESTAMP,0
21193,Start Ts,Access Layer,LCR Outflow Category Hierarchy Refdimension,TIMESTAMP,0
21266,Start Ts,Access Layer,LCR Outflow Category x Segmental Division Relationship,TIMESTAMP,0
21291,Start Ts,Access Layer,LCR Report Daily Fact,TIMESTAMP,0
21125,Start Ts,Access Layer,Gender Refdimension,TIMESTAMP,0
21153,Start Ts,Access Layer,Initiator Type Refdimension,TIMESTAMP,0
21567,Start Ts,Access Layer,Maturity Bucketing Calendar Days Refdimension,TIMESTAMP,0
21551,Start Ts,Access Layer,Maturity Bucketing Calendar Days Hierarchy Refdimension,TIMESTAMP,0
21619,Start Ts,Access Layer,Maturity Bucketing Liquidity Evolution 2A1 Refdimension,TIMESTAMP,0
21665,Start Ts,Access Layer,NACE Section Market Classification Hierarchy Refdimension,TIMESTAMP,0
21739,Start Ts,Access Layer,NSFR EBA Daily Fact,TIMESTAMP,0
21892,Start Ts,Access Layer,Product Accessibility Type Refdimension,TIMESTAMP,0
21765,Start Ts,Access Layer,NSFR Month Hierarchy Refdimension,TIMESTAMP,0
21782,Start Ts,Access Layer,NSFR Stability Category Maturity Bucket Refdimension,TIMESTAMP,0
21796,Start Ts,Access Layer,NSFR Stability Category Refdimension,TIMESTAMP,0
21809,Start Ts,Access Layer,NSFR Stability Category Relationship,TIMESTAMP,0
22028,Start Ts,Access Layer,Rate Daily Value,TIMESTAMP,0
22113,Start Ts,Access Layer,Regulatory Reporting Month Hierarchy Refdimension,TIMESTAMP,0
22081,Start Ts,Access Layer,Regulatory Authority Refdimension,TIMESTAMP,0
22046,Start Ts,Access Layer,Rate Dimension,TIMESTAMP,0
22142,Start Ts,Access Layer,Regulatory Statistical Classification Type Hierarchy Refdimension,TIMESTAMP,0
22163,Start Ts,Access Layer,Report Structure Refdimension,TIMESTAMP,0
22223,Start Ts,Access Layer,Report Structure x Maturity Bucketing LE 1D Relationship,TIMESTAMP,0
22175,Start Ts,Access Layer,Report Structure X AMM Product Type Hierarchy Relationship,TIMESTAMP,0
22211,Start Ts,Access Layer,Report Structure x LE Customer Balance Band Relationship,TIMESTAMP,0
22317,Start Ts,Access Layer,Segmental Leaf Dimension,TIMESTAMP,0
22337,Start Ts,Access Layer,Stickiness Report Daily Fact,TIMESTAMP,0
22599,Start Ts,Access Layer,TDS Deposits Latest Day,TIMESTAMP,0
22866,Start Ts,Access Layer,TDS LCR Rolling 65 Day,TIMESTAMP,0
23012,Start Ts,Access Layer,TDS Treasury Balance Rolling 3 Year,TIMESTAMP,0
23031,Start Ts,Access Layer,Time Period Dimension,TIMESTAMP,0
23056,Start Ts,Access Layer,Transaction Dimension,TIMESTAMP,0
23248,Start Ts,Access Layer,UK PLC Legal Hierarchy Refdimension,TIMESTAMP,0
15115,START_DATE,IDL20170908,ACNT_LQDY_CSH_FLW,DATE,0
15131,START_DATE,IDL20170908,ACS_FAC,DATE,0
15143,START_DATE,IDL20170908,ADRS,DATE,0
15176,START_DATE,IDL20170908,AGMT,DATE,0
15300,START_DATE,IDL20170908,AGMT_GRP_FEAT,DATE,0
15279,START_DATE,IDL20170908,AGMT_GRP_DLY_METRIC,DATE,0
15351,START_DATE,IDL20170908,AGMT_IDENT,DATE,0
15321,START_DATE,IDL20170908,AGMT_GRP_METRIC,DATE,0
15718,START_DATE,IDL20170908,CCY,DATE,0
15698,START_DATE,IDL20170908,CARD,DATE,0
15675,START_DATE,IDL20170908,AGMT_X_SCHD,DATE,0
15908,START_DATE,IDL20170908,COA_ACNT,DATE,0
15873,START_DATE,IDL20170908,CLAS_VAL_X_CCY_XREF,DATE,0
15835,START_DATE,IDL20170908,CLAS_VAL,DATE,0
15888,START_DATE,IDL20170908,CLAS_VAL_X_CLAS_VAL_XREF,DATE,0
15856,START_DATE,IDL20170908,CLAS_VAL_METRIC,DATE,0
10375,Start_Date,SCI_CISS 2015-03-18,SI_CISS_BUSINESS_CLIENT,,0
10428,Start_Date,SCI_CISS 2015-03-18,SI_CISS_MASTER_CLIENT,,0
10394,Start_Date,SCI_CISS 2015-03-18,SI_CISS_COMMERCIAL_CUST_DTLS,,0
11108,Start_Date,SCI_EQFX 2015-03-18,SI_EQFX_SCV_IDSP,,0
16872,START_DATE,IDL20170908,PRTY_X_ACS_FAC,DATE,0
16893,START_DATE,IDL20170908,PRTY_X_AGMT,DATE,0
16855,START_DATE,IDL20170908,PRTY_NAME,DATE,0
16910,START_DATE,IDL20170908,PRTY_X_AGMT_GRP,DATE,0
17063,START_DATE,IDL20170908,PRTY_X_PRTY,DATE,0
17042,START_DATE,IDL20170908,PRTY_X_PROD,DATE,0
17025,START_DATE,IDL20170908,PRTY_X_LOCTR,DATE,0
17081,START_DATE,IDL20170908,PRTY_X_PRTY_GRP,DATE,0
17107,START_DATE,IDL20170908,RATE,DATE,0
17234,START_DATE,IDL20170908,UOM,DATE,0
15530,START_DATE,IDL20170908,AGMT_X_CCY,DATE,0
15512,START_DATE,IDL20170908,AGMT_X_AGMT_GRP,DATE,0
15492,START_DATE,IDL20170908,AGMT_X_AGMT,DATE,0
17213,START_DATE,IDL20170908,STREET_ADRS,DATE,0
17248,START_DATE,IDL20170908,_____TERADATA_CNTRL_FRMWRK,DATE,0
15622,START_DATE,IDL20170908,AGMT_X_NON_FIN_AGMT_EV,DATE,0
15659,START_DATE,IDL20170908,AGMT_X_RATE,DATE,0
15642,START_DATE,IDL20170908,AGMT_X_PROD,DATE,0
16125,START_DATE,IDL20170908,GEO_AREA_X_CCY,DATE,0
16109,START_DATE,IDL20170908,GEO_AREA,DATE,0
16091,START_DATE,IDL20170908,FRLIQ_DEP_STCKNS_FCTR,DATE,0
16169,START_DATE,IDL20170908,GEO_ECON_MEAS,DATE,0
16142,START_DATE,IDL20170908,GEO_AREA_X_CLAS_XREF,DATE,0
16325,START_DATE,IDL20170908,LOCTR,DATE,0
16341,START_DATE,IDL20170908,LOCTR_X_LOCTR,DATE,0
16311,START_DATE,IDL20170908,HLDY_CAL_DT,DATE,0
16285,START_DATE,IDL20170908,HLDY_CAL,DATE,0
16358,START_DATE,IDL20170908,LOCTR_X_NDX,DATE,0
16511,START_DATE,IDL20170908,OPRT_CSH_FLW_EV,DATE,0
16466,START_DATE,IDL20170908,NON_FIN_NON_AGMT_EV,DATE,0
16483,START_DATE,IDL20170908,NON_FIN_NON_AGMT_EV_METRIC,DATE,0
16451,START_DATE,IDL20170908,NON_FIN_AGMT_EV,DATE,0
16530,START_DATE,IDL20170908,PHN_NUM,DATE,0
16710,START_DATE,IDL20170908,PROD_X_LOCTR,DATE,0
16693,START_DATE,IDL20170908,PROD_X_CLAS_XREF,DATE,0
16660,START_DATE,IDL20170908,PROD_RATE_PLN_TRNCH,DATE,0
16676,START_DATE,IDL20170908,PROD_X_CHNL,DATE,0
16636,START_DATE,IDL20170908,PROD_RATE_PLN,DATE,0
15432,START_DATE,IDL20170908,AGMT_RATE_PLN,DATE,0
15414,START_DATE,IDL20170908,AGMT_NAME,DATE,0
16826,START_DATE,IDL20170908,PRTY_METRIC,DATE,0
15457,START_DATE,IDL20170908,AGMT_RATE_PLN_TRNCH,DATE,0
10491,Start_Date,SCI_CISS 2015-03-18,SI_CISS_PERSONAL_CLIENT,,0
10511,Start_Date,SCI_CISS 2015-03-18,SI_CISS_PRODUCT_OCCURANCE,,0
10556,Start_Date,SCI_CLML 2015-03-18,SI_CLML_AGREEMENT_COUNTRIES,,0
10443,Start_Date,SCI_CISS 2015-03-18,SI_CISS_OTHER_CLIENT,,0
10542,Start_Date,SCI_CLML 2015-03-18,SI_CLML_ADDRESSES,,0
10866,Start_Date,SCI_CLML 2015-03-18,SI_CLML_SOURCE_XREFS,,0
10782,Start_Date,SCI_CLML 2015-03-18,SI_CLML_INSTITUTION_RATINGS,,0
10927,Start_Date,SCI_DGSC 2015-03-18,SI_DGSC_CUSTOMER,,0
10771,Start_Date,SCI_CLML 2015-03-18,SI_CLML_INDIVIDUALS,,0
13724,Start_Date,SCI_SAPG 2015-03-18,SI_SAPG_PROFITCENTER01_NODETEX,,0
13686,Start_Date,SCI_SAPG 2015-03-18,SI_SAPG_PROFITCENTER01_INTV,,0
13698,Start_Date,SCI_SAPG 2015-03-18,SI_SAPG_PROFITCENTER01_MD,,0
13713,Start_Date,SCI_SAPG 2015-03-18,SI_SAPG_PROFITCENTER01_NODE,,0
13634,Start_Date,SCI_SAPG 2015-03-18,SI_SAPG_COSTCENTER01_INTV,,0
13661,Start_Date,SCI_SAPG 2015-03-18,SI_SAPG_COSTCENTER01_NODE,,0
13672,Start_Date,SCI_SAPG 2015-03-18,SI_SAPG_COSTCENTER01_NODETEX,,0
13646,Start_Date,SCI_SAPG 2015-03-18,SI_SAPG_COSTCENTER01_MD,,0
13621,Start_Date,SCI_SAPB 2015-03-18,SI_SAPB_ZBCS_SAP_HIER,,0
13824,Start_Date,SCI_SAPG 2015-03-18,SI_SAPG_UKPRODUCT01_NODETEX,,0
13813,Start_Date,SCI_SAPG 2015-03-18,SI_SAPG_UKPRODUCT01_NODE,,0
13774,Start_Date,SCI_SAPG 2015-03-18,SI_SAPG_ROIPRODUCT01_NODETEX,,0
13788,Start_Date,SCI_SAPG 2015-03-18,SI_SAPG_UKPRODUCT01_INTV,,0
13796,Start_Date,SCI_SAPG 2015-03-18,SI_SAPG_UKPRODUCT01_MD,,0
15258,START_DATE,IDL20170908,AGMT_GRP,DATE,0
15237,START_DATE,IDL20170908,AGMT_FEAT,DATE,0
15206,START_DATE,IDL20170908,AGMT_DLY_METRIC,DATE,0
15397,START_DATE,IDL20170908,AGMT_METRIC,DATE,0
15371,START_DATE,IDL20170908,AGMT_LMT,DATE,0
15763,START_DATE,IDL20170908,CHNL,DATE,0
15778,START_DATE,IDL20170908,CHNL_X_CHNL,DATE,0
15812,START_DATE,IDL20170908,CLAS_SCHM,DATE,0
15796,START_DATE,IDL20170908,CHNL_X_CLAS_XREF,DATE,0
15741,START_DATE,IDL20170908,CCY_FX_RATE,DATE,0
15931,START_DATE,IDL20170908,COA_ACNT_METRIC,DATE,0
15948,START_DATE,IDL20170908,COA_ACNT_X_CLAS_XREF,DATE,0
10566,Start_Date,SCI_CLML 2015-03-18,SI_CLML_AGREEMENT_CURRENCIES,,0
10619,Start_Date,SCI_CLML 2015-03-18,SI_CLML_CREDIT_DEPARTMENTS,,0
10588,Start_Date,SCI_CLML 2015-03-18,SI_CLML_AGREEMENT_PRODUCTS,,0
10853,Start_Date,SCI_CLML 2015-03-18,SI_CLML_SECTORAL_MAPPINGS,,0
10831,Start_Date,SCI_CLML 2015-03-18,SI_CLML_PARTICIPANTS,,0
10894,Start_Date,SCI_DGSC 2015-03-18,SI_DGSC_ACCOUNT,,0
10945,Start_Date,SCI_EQFX 2015-03-18,SI_EQFX_SCV_ACCT,,0
10811,Start_Date,SCI_CLML 2015-03-18,SI_CLML_INSTITUTIONS,,0
10972,Start_Date,SCI_EQFX 2015-03-18,SI_EQFX_SCV_CUST,,0
10747,Start_Date,SCI_CLML 2015-03-18,SI_CLML_DOCUMENTS,,0
16956,START_DATE,IDL20170908,PRTY_X_CCY,DATE,0
16937,START_DATE,IDL20170908,PRTY_X_AGMT_PRPTY,DATE,0
16991,START_DATE,IDL20170908,PRTY_X_CLAS_XREF,DATE,0
17007,START_DATE,IDL20170908,PRTY_X_COA_ACNT,DATE,0
16972,START_DATE,IDL20170908,PRTY_X_CHNL,DATE,0
17185,START_DATE,IDL20170908,SCHD,DATE,0
17130,START_DATE,IDL20170908,RATE_CRV,DATE,0
