id,composite,subject_area,entity,attribute,type
9094,BASIC,Market Data,Credit Spread,Unit Code,Code
29779,REFERENCE,Collateral,Credit Support Annex,Cash Collateral Deposit Account Reference,Reference
29780,REFERENCE,Collateral,Credit Support Annex,Cash Collateral Loan Account Reference,Reference
27706,BASIC,Collateral,Credit Support Annex,CSA Starting Date,Date
29782,REFERENCE,Collateral,Credit Support Annex,Security Position Reference,Reference
22502,BASIC,Market Data,Currency,BOI Currency Code,Code
7950,BASIC,Market Data,Currency,Currency Begin Date,Date
7951,BASIC,Market Data,Currency,Currency End Date,Date
7948,BASIC,Market Data,Currency,Currency Name,Name
7946,BASIC,Market Data,Currency,ISO Alpha Code,Code
7945,BASIC,Market Data,Currency,ISO Minor Unit Count,Count
7947,BASIC,Market Data,Currency,ISO Numeric Code,Code
25175,REFERENCE,Market Data,Currency,Managing Country Reference,Reference
7949,REFERENCE,Market Data,Currency,Monetary Authority Reference,Reference
15404,BASIC,Market Data,Currency Calendar,Calendar Name,Name
8879,BASIC,Market Data,Currency Calendar,Calendar Number,Identifier Num
33423,REFERENCE,Market Data,Currency Calendar,Currency Reference,Reference
14846,BASIC,Market Data,Currency Calendar,Reporting Period Duration,Time Period
7929,REFERENCE,Market Data,Currency Is Used By Country Group Relationship,Country Group Reference,Reference
8075,REFERENCE,Market Data,Currency Is Used By Country Group Relationship,Currency Reference,Reference
7930,REFERENCE,Market Data,Currency Is Used In Country Relationship,Country Reference,Reference
7931,REFERENCE,Market Data,Currency Is Used In Country Relationship,Currency Reference,Reference
7932,REFERENCE,Market Data,Currency Is Used In Geographic Region Relationship,Currency Reference,Reference
7933,REFERENCE,Market Data,Currency Is Used In Geographic Region Relationship,Geographic Region Reference,Reference
55184,COMPOSITE,Current Account,Current Account,12-Month Rolling Average Gross Cash Outflow Amount,Multi Currency 3
20038,COMPONENT,Current Account,Current Account,12-Month Rolling Average Gross Cash Outflow Amount.Group Reporting Currency,Amount
20039,COMPONENT,Current Account,Current Account,12-Month Rolling Average Gross Cash Outflow Amount.Local Reporting Currency,Amount
20040,COMPONENT,Current Account,Current Account,12-Month Rolling Average Gross Cash Outflow Amount.Transaction Currency,Amount
25575,BASIC,Current Account,Current Account,Accessible Matured Amount,Amount
25678,BASIC,Current Account,Current Account,Accessible New Funding Amount,Amount
25730,BASIC,Current Account,Current Account,Accessible Original Maturity Day Count,Count
25746,BASIC,Current Account,Current Account,Accessible Original Maturity Month Count,Count
25627,BASIC,Current Account,Current Account,Accessible Rolled Over Amount,Amount
55603,COMPOSITE,Current Account,Current Account,Account Accessibility Credit Amount,Multi Currency 3
19936,COMPONENT,Current Account,Current Account,Account Accessibility Credit Amount.Group Reporting Currency,Amount
19938,COMPONENT,Current Account,Current Account,Account Accessibility Credit Amount.Local Reporting Currency,Amount
19937,COMPONENT,Current Account,Current Account,Account Accessibility Credit Amount.Transaction Currency,Amount
25241,REFERENCE,Current Account,Current Account,Account Basel III Customer Type Classification Reference,Reference
4690,BASIC,Current Account,Current Account,Account Blocked Indicator,Indicator
4693,BASIC,Current Account,Current Account,Account Close Date,Date
4694,BASIC,Current Account,Current Account,Account Closed Indicator,Indicator
57686,BASIC,Current Account,Current Account,Account Closure Reason Code,Code
17121,REFERENCE,Current Account,Current Account,Account Company Code Unit Reference,Reference
4722,REFERENCE,Current Account,Current Account,Account Currency Reference,Reference
60770,BASIC,Current Account,Current Account,Account Default Status Code,Code
61619,BASIC,Current Account,Current Account,Account GBIX Code,Code
4717,BASIC,Current Account,Current Account,Account Guarantee Eligible Indicator,Indicator
13846,BASIC,Current Account,Current Account,Account Guaranteed Percentage,Percentage
5040,BASIC,Current Account,Current Account,Account Holder Count,Count
4695,BASIC,Current Account,Current Account,Account Internal Dormant Indicator,Indicator
33007,BASIC,Current Account,Current Account,Account Name,Name
58203,BASIC,Current Account,Current Account,Account Nickname,Name
26059,BASIC,Current Account,Current Account,Account Number,Identifier Num
4699,BASIC,Current Account,Current Account,Account Open Date,Date
40020,REFERENCE,Current Account,Current Account,Account Provider Reference,Reference
59671,BASIC,Current Account,Current Account,Account Status Code,Code
17062,BASIC,Current Account,Current Account,Account Statutory Dormant Indicator,Indicator
4701,BASIC,Current Account,Current Account,Account Suboffice Code,Identifier Num
14339,BASIC,Current Account,Current Account,Accounting Write Down Amount,Amount
16213,BASIC,Current Account,Current Account,Accrual Basis Code,Code
55666,COMPOSITE,Current Account,Current Account,Accrued Fee Amount,Multi Currency 3
17670,COMPONENT,Current Account,Current Account,Accrued Fee Amount.Group Reporting Currency,Amount
17668,COMPONENT,Current Account,Current Account,Accrued Fee Amount.Local Reporting Currency,Amount
17669,COMPONENT,Current Account,Current Account,Accrued Fee Amount.Transaction Currency,Amount
36135,BASIC,Current Account,Current Account,Additional Covering State Guarantee Type,Code
21682,BASIC,Current Account,Current Account,Annualised Agreed Rate,Rate
60809,BASIC,Current Account,Current Account,Arrears Status Type Code,Code
60814,BASIC,Current Account,Current Account,Arrears Status Type Date,Date
15311,REFERENCE,Current Account,Current Account,Associated Provision Reference,Reference
59739,COMPOSITE,Current Account,Current Account,Available Funds For Withdrawal Amount,Multi Currency 3
59740,COMPONENT,Current Account,Current Account,Available Funds For Withdrawal Amount.Group Reporting Currency,Amount
59741,COMPONENT,Current Account,Current Account,Available Funds For Withdrawal Amount.Local Reporting Currency,Amount
59742,COMPONENT,Current Account,Current Account,Available Funds For Withdrawal Amount.Transaction Currency,Amount
54925,COMPOSITE,Current Account,Current Account,Average Cleared Balance,Multi Currency 3
25017,COMPONENT,Current Account,Current Account,Average Cleared Balance.Group Reporting Currency,Amount
25033,COMPONENT,Current Account,Current Account,Average Cleared Balance.Local Reporting Currency,Amount
25052,COMPONENT,Current Account,Current Account,Average Cleared Balance.Transaction Currency,Amount
54348,COMPOSITE,Current Account,Current Account,Average Cleared Credit Balance,Multi Currency 3
4684,COMPONENT,Current Account,Current Account,Average Cleared Credit Balance.Group Reporting Currency,Amount
4685,COMPONENT,Current Account,Current Account,Average Cleared Credit Balance.Local Reporting Currency,Amount
4683,COMPONENT,Current Account,Current Account,Average Cleared Credit Balance.Transaction Currency,Amount
54804,COMPOSITE,Current Account,Current Account,Average Cleared Debit Balance,Multi Currency 3
21736,COMPONENT,Current Account,Current Account,Average Cleared Debit Balance.Group Reporting Currency,Amount
21702,COMPONENT,Current Account,Current Account,Average Cleared Debit Balance.Local Reporting Currency,Amount
21720,COMPONENT,Current Account,Current Account,Average Cleared Debit Balance.Transaction Currency,Amount
4703,BASIC,Current Account,Current Account,Average Margin Rate,Rate
54769,COMPOSITE,Current Account,Current Account,Balances Under Provision Amount,Multi Currency 3
21378,COMPONENT,Current Account,Current Account,Balances Under Provision Amount.Group Reporting Currency,Amount
21354,COMPONENT,Current Account,Current Account,Balances Under Provision Amount.Local Reporting Currency,Amount
21336,COMPONENT,Current Account,Current Account,Balances Under Provision Amount.Transaction Currency,Amount
4707,BASIC,Current Account,Current Account,Bank Branded Indicator,Indicator
21747,BASIC,Current Account,Current Account,Bank Cost Of Fund Recovery Rate,Rate
60655,BASIC,Current Account,Current Account,Basel Approach Code,Code
57550,BASIC,Current Account,Current Account,Basic Bank Account Number BBAN,Identifier Num
15974,BASIC,Current Account,Current Account,Behavioural Outflow Adjustment Amount,Amount
4803,REFERENCE,Current Account,Current Account,Benchmark Rate Reference,Reference
61930,BASIC,Current Account,Current Account,Book Code,Identifier Num
54276,COMPOSITE,Current Account,Current Account,Book Value Amount,Multi Currency 3
16231,COMPONENT,Current Account,Current Account,Book Value Amount.Group Reporting Currency,Amount
16234,COMPONENT,Current Account,Current Account,Book Value Amount.Local Reporting Currency,Amount
16251,COMPONENT,Current Account,Current Account,Book Value Amount.Transaction Currency,Amount
26049,BASIC,Current Account,Current Account,Branch Sub National Sort Code NSC,Identifier Num
51274,REFERENCE,Current Account,Current Account,Brand Reference,Reference
22374,BASIC,Current Account,Current Account,Business Day Credit Convention Code,Code
21763,BASIC,Current Account,Current Account,Business Day Debit Convention Code,Code
16255,BASIC,Current Account,Current Account,Cancellable Indicator,Indicator
54773,COMPOSITE,Current Account,Current Account,Capital Required Amount,Multi Currency 3
21380,COMPONENT,Current Account,Current Account,Capital Required Amount.Group Reporting Currency,Amount
21359,COMPONENT,Current Account,Current Account,Capital Required Amount.Local Reporting Currency,Amount
21340,COMPONENT,Current Account,Current Account,Capital Required Amount.Transaction Currency,Amount
4711,BASIC,Current Account,Current Account,CBI Deposit Interest Rate Type,Code
54912,COMPOSITE,Current Account,Current Account,CBI Liquidity Deposit Flow Amount,Multi Currency 3
24601,COMPONENT,Current Account,Current Account,CBI Liquidity Deposit Flow Amount.Group Reporting Currency,Amount
24606,COMPONENT,Current Account,Current Account,CBI Liquidity Deposit Flow Amount.Local Reporting Currency,Amount
24596,COMPONENT,Current Account,Current Account,CBI Liquidity Deposit Flow Amount.Transaction Currency,Amount
15626,BASIC,Current Account,Current Account,CBoI Market Class Code,Code
4841,BASIC,Current Account,Current Account,CBoI Non Retail Product Type,Code
54873,COMPOSITE,Current Account,Current Account,Change (Delta) In Credit Interest Accrual Amount,Multi Currency 3
22398,COMPONENT,Current Account,Current Account,Change (Delta) In Credit Interest Accrual Amount.Group Reporting Currency,Amount
22405,COMPONENT,Current Account,Current Account,Change (Delta) In Credit Interest Accrual Amount.Local Reporting Currency,Amount
22424,COMPONENT,Current Account,Current Account,Change (Delta) In Credit Interest Accrual Amount.Transaction Currency,Amount
54793,COMPOSITE,Current Account,Current Account,Change (Delta) In Debit Interest Accrual Amount,Multi Currency 3
22434,COMPONENT,Current Account,Current Account,Change (Delta) In Debit Interest Accrual Amount.Group Reporting Currency,Amount
21502,COMPONENT,Current Account,Current Account,Change (Delta) In Debit Interest Accrual Amount.Local Reporting Currency,Amount
21514,COMPONENT,Current Account,Current Account,Change (Delta) In Debit Interest Accrual Amount.Transaction Currency,Amount
54747,COMPOSITE,Current Account,Current Account,Charges Cap Amount,Multi Currency 3
20744,COMPONENT,Current Account,Current Account,Charges Cap Amount.Group Reporting Currency,Amount
20745,COMPONENT,Current Account,Current Account,Charges Cap Amount.Local Reporting Currency,Amount
20743,COMPONENT,Current Account,Current Account,Charges Cap Amount.Transaction Currency,Amount
54349,COMPOSITE,Current Account,Current Account,Cleared Balance,Multi Currency 3
4712,COMPONENT,Current Account,Current Account,Cleared Balance.Group Reporting Currency,Amount
4713,COMPONENT,Current Account,Current Account,Cleared Balance.Local Reporting Currency,Amount
4714,COMPONENT,Current Account,Current Account,Cleared Balance.Transaction Currency,Amount
62158,BASIC,Current Account,Current Account,Consecutive Days In Arrears Count,Count
60128,BASIC,Current Account,Current Account,Consecutive Days Past Due Count,Count
63415,BASIC,Current Account,Current Account,Contextual Identifier,Identifier Num
4715,BASIC,Current Account,Current Account,Contract Start Date,Date
55579,COMPOSITE,Current Account,Current Account,Contractual Write Off Amount,Multi Currency 3
61124,COMPONENT,Current Account,Current Account,Contractual Write Off Amount.Group Reporting Currency,Amount
61099,COMPONENT,Current Account,Current Account,Contractual Write Off Amount.Local Reporting Currency,Amount
61149,COMPONENT,Current Account,Current Account,Contractual Write Off Amount.Transaction Currency,Amount
21543,BASIC,Current Account,Current Account,Control Account Indicator,Indicator
55537,COMPOSITE,Current Account,Current Account,Cool Off Amount,Multi Currency 3
25356,COMPONENT,Current Account,Current Account,Cool Off Amount.Group Reporting Currency,Amount
25367,COMPONENT,Current Account,Current Account,Cool Off Amount.Local Reporting Currency,Amount
25361,COMPONENT,Current Account,Current Account,Cool Off Amount.Transaction Currency,Amount
25342,BASIC,Current Account,Current Account,Cool Off Expiry Date,Date
21113,REFERENCE,Current Account,Current Account,Country Of Product Reference,Reference
25388,REFERENCE,Current Account,Current Account,Country Reference,Reference
54237,COMPOSITE,Current Account,Current Account,Credit Amount Accessible Within 30 Days,Multi Currency 3
16896,COMPONENT,Current Account,Current Account,Credit Amount Accessible Within 30 Days.Group Reporting Currency,Amount
15706,COMPONENT,Current Account,Current Account,Credit Amount Accessible Within 30 Days.Local Reporting Currency,Amount
16908,COMPONENT,Current Account,Current Account,Credit Amount Accessible Within 30 Days.Transaction Currency,Amount
54257,COMPOSITE,Current Account,Current Account,Credit Amount Not Accessible Within 30 Days,Multi Currency 3
16924,COMPONENT,Current Account,Current Account,Credit Amount Not Accessible Within 30 Days.Group Reporting Currency,Amount
15996,COMPONENT,Current Account,Current Account,Credit Amount Not Accessible Within 30 Days.Local Reporting Currency,Amount
16938,COMPONENT,Current Account,Current Account,Credit Amount Not Accessible Within 30 Days.Transaction Currency,Amount
59831,BASIC,Current Account,Current Account,Credit Conversion Factor CCF,Percentage
4720,BASIC,Current Account,Current Account,Credit Conversion Factor CCF Class Code,Code
17141,BASIC,Current Account,Current Account,Credit Day Count Convention Code,Code
54297,COMPOSITE,Current Account,Current Account,Credit EIR Adjustment Amount,Multi Currency 3
16549,COMPONENT,Current Account,Current Account,Credit EIR Adjustment Amount.Group Reporting Currency,Amount
16567,COMPONENT,Current Account,Current Account,Credit EIR Adjustment Amount.Local Reporting Currency,Amount
16577,COMPONENT,Current Account,Current Account,Credit EIR Adjustment Amount.Transaction Currency,Amount
16267,BASIC,Current Account,Current Account,Credit Grade 13 Code,Code
57212,BASIC,Current Account,Current Account,Credit Grade 7 Code,Code
54302,COMPOSITE,Current Account,Current Account,Credit Interest Accrual Amount,Multi Currency 3
16585,COMPONENT,Current Account,Current Account,Credit Interest Accrual Amount.Group Reporting Currency,Amount
16603,COMPONENT,Current Account,Current Account,Credit Interest Accrual Amount.Local Reporting Currency,Amount
16621,COMPONENT,Current Account,Current Account,Credit Interest Accrual Amount.Transaction Currency,Amount
54310,COMPOSITE,Current Account,Current Account,Credit Interest Accrual Including EIR Adjustment Amount,Multi Currency 3
16630,COMPONENT,Current Account,Current Account,Credit Interest Accrual Including EIR Adjustment Amount.Group Reporting Currency,Amount
16641,COMPONENT,Current Account,Current Account,Credit Interest Accrual Including EIR Adjustment Amount.Local Reporting Currency,Amount
16660,COMPONENT,Current Account,Current Account,Credit Interest Accrual Including EIR Adjustment Amount.Transaction Currency,Amount
4798,BASIC,Current Account,Current Account,Credit Interest Calculation Frequency,Time Period
55629,COMPOSITE,Current Account,Current Account,Credit Interest Paid Amount,Multi Currency 3
16877,COMPONENT,Current Account,Current Account,Credit Interest Paid Amount.Group Reporting Currency,Amount
16859,COMPONENT,Current Account,Current Account,Credit Interest Paid Amount.Local Reporting Currency,Amount
16884,COMPONENT,Current Account,Current Account,Credit Interest Paid Amount.Transaction Currency,Amount
16332,BASIC,Current Account,Current Account,Credit Interest Payment Code,Code
4801,BASIC,Current Account,Current Account,Credit Interest Payment Frequency,Time Period
4721,BASIC,Current Account,Current Account,Credit Interest Rate,Rate
51684,BASIC,Current Account,Current Account,Credit Interest Rate Basic Rate,Rate
21661,BASIC,Current Account,Current Account,Credit Interest Rate Benchmark Indicator,Indicator
4802,BASIC,Current Account,Current Account,Credit Interest Rate Change Count,Count
51713,BASIC,Current Account,Current Account,Credit Interest Rate Permanent Adjustment Rate,Rate
51742,BASIC,Current Account,Current Account,Credit Interest Rate Temporary Adjustment Rate,Rate
4804,BASIC,Current Account,Current Account,Credit Interest Rate Type,Code
4854,BASIC,Current Account,Current Account,Credit Repricing Frequency,Time Period
59050,COMPOSITE,Current Account,Current Account,Credit Turnover Excluding Transfers Amount,Multi Currency 3
59052,COMPONENT,Current Account,Current Account,Credit Turnover Excluding Transfers Amount.Group Reporting Currency,Amount
59051,COMPONENT,Current Account,Current Account,Credit Turnover Excluding Transfers Amount.Local Reporting Currency,Amount
59053,COMPONENT,Current Account,Current Account,Credit Turnover Excluding Transfers Amount.Transaction Currency,Amount
59170,COMPOSITE,Current Account,Current Account,Credit Turnover Including Transfers Amount,Multi Currency 3
59172,COMPONENT,Current Account,Current Account,Credit Turnover Including Transfers Amount.Group Reporting Currency,Amount
59171,COMPONENT,Current Account,Current Account,Credit Turnover Including Transfers Amount.Local Reporting Currency,Amount
59173,COMPONENT,Current Account,Current Account,Credit Turnover Including Transfers Amount.Transaction Currency,Amount
55613,COMPOSITE,Current Account,Current Account,Cumulative Credit Interest Accrual Amount,Multi Currency 3
20072,COMPONENT,Current Account,Current Account,Cumulative Credit Interest Accrual Amount.Group Reporting Currency,Amount
20071,COMPONENT,Current Account,Current Account,Cumulative Credit Interest Accrual Amount.Local Reporting Currency,Amount
20073,COMPONENT,Current Account,Current Account,Cumulative Credit Interest Accrual Amount.Transaction Currency,Amount
54784,COMPOSITE,Current Account,Current Account,Cumulative Debit Interest Accrual Amount,Multi Currency 3
21408,COMPONENT,Current Account,Current Account,Cumulative Debit Interest Accrual Amount.Group Reporting Currency,Amount
21407,COMPONENT,Current Account,Current Account,Cumulative Debit Interest Accrual Amount.Local Reporting Currency,Amount
21422,COMPONENT,Current Account,Current Account,Cumulative Debit Interest Accrual Amount.Transaction Currency,Amount
16274,BASIC,Current Account,Current Account,Current Contract Start Date,Date
21771,BASIC,Current Account,Current Account,Current Customer Interest Rate,Rate
16286,BASIC,Current Account,Current Account,Current Maturity Date,Date
26188,BASIC,Current Account,Current Account,Customer Liquidity Deposit Indicator,Indicator
54811,COMPOSITE,Current Account,Current Account,Daily Cost Of Funds Accrual Amount,Multi Currency 3
21776,COMPONENT,Current Account,Current Account,Daily Cost Of Funds Accrual Amount.Group Reporting Currency,Amount
21781,COMPONENT,Current Account,Current Account,Daily Cost Of Funds Accrual Amount.Local Reporting Currency,Amount
21787,COMPONENT,Current Account,Current Account,Daily Cost Of Funds Accrual Amount.Transaction Currency,Amount
54765,COMPOSITE,Current Account,Current Account,Daily Credit EIR Adjustment Accrual Amount,Multi Currency 3
21285,COMPONENT,Current Account,Current Account,Daily Credit EIR Adjustment Accrual Amount.Group Reporting Currency,Amount
21288,COMPONENT,Current Account,Current Account,Daily Credit EIR Adjustment Accrual Amount.Local Reporting Currency,Amount
21291,COMPONENT,Current Account,Current Account,Daily Credit EIR Adjustment Accrual Amount.Transaction Currency,Amount
54350,COMPOSITE,Current Account,Current Account,Daily Credit Interest Accrual Amount,Multi Currency 3
4726,COMPONENT,Current Account,Current Account,Daily Credit Interest Accrual Amount.Group Reporting Currency,Amount
4728,COMPONENT,Current Account,Current Account,Daily Credit Interest Accrual Amount.Local Reporting Currency,Amount
4730,COMPONENT,Current Account,Current Account,Daily Credit Interest Accrual Amount.Transaction Currency,Amount
54351,COMPOSITE,Current Account,Current Account,Daily Credit Interest Accrual Including EIR Adjustment Amount,Multi Currency 3
4732,COMPONENT,Current Account,Current Account,Daily Credit Interest Accrual Including EIR Adjustment Amount.Group Reporting Currency,Amount
4734,COMPONENT,Current Account,Current Account,Daily Credit Interest Accrual Including EIR Adjustment Amount.Local Reporting Currency,Amount
4736,COMPONENT,Current Account,Current Account,Daily Credit Interest Accrual Including EIR Adjustment Amount.Transaction Currency,Amount
54339,COMPOSITE,Current Account,Current Account,Daily Credit Interest Accrual On Uncleared Items Amount,Multi Currency 3
4538,COMPONENT,Current Account,Current Account,Daily Credit Interest Accrual On Uncleared Items Amount.Group Reporting Currency,Amount
4540,COMPONENT,Current Account,Current Account,Daily Credit Interest Accrual On Uncleared Items Amount.Local Reporting Currency,Amount
4542,COMPONENT,Current Account,Current Account,Daily Credit Interest Accrual On Uncleared Items Amount.Transaction Currency,Amount
54356,COMPOSITE,Current Account,Current Account,Daily Debit EIR Adjustment Accrual Amount,Multi Currency 3
4756,COMPONENT,Current Account,Current Account,Daily Debit EIR Adjustment Accrual Amount.Group Reporting Currency,Amount
4757,COMPONENT,Current Account,Current Account,Daily Debit EIR Adjustment Accrual Amount.Local Reporting Currency,Amount
4758,COMPONENT,Current Account,Current Account,Daily Debit EIR Adjustment Accrual Amount.Transaction Currency,Amount
54352,COMPOSITE,Current Account,Current Account,Daily Debit Interest Accrual Amount,Multi Currency 3
4738,COMPONENT,Current Account,Current Account,Daily Debit Interest Accrual Amount.Group Reporting Currency,Amount
4740,COMPONENT,Current Account,Current Account,Daily Debit Interest Accrual Amount.Local Reporting Currency,Amount
4742,COMPONENT,Current Account,Current Account,Daily Debit Interest Accrual Amount.Transaction Currency,Amount
54353,COMPOSITE,Current Account,Current Account,Daily Debit Interest Accrual Including EIR Adjustment Amount,Multi Currency 3
22354,COMPONENT,Current Account,Current Account,Daily Debit Interest Accrual Including EIR Adjustment Amount.Group Reporting Currency,Amount
4745,COMPONENT,Current Account,Current Account,Daily Debit Interest Accrual Including EIR Adjustment Amount.Local Reporting Currency,Amount
4747,COMPONENT,Current Account,Current Account,Daily Debit Interest Accrual Including EIR Adjustment Amount.Transaction Currency,Amount
54340,COMPOSITE,Current Account,Current Account,Daily Debit Interest Accrual On Uncleared Items Amount,Multi Currency 3
4544,COMPONENT,Current Account,Current Account,Daily Debit Interest Accrual On Uncleared Items Amount.Group Reporting Currency,Amount
4546,COMPONENT,Current Account,Current Account,Daily Debit Interest Accrual On Uncleared Items Amount.Local Reporting Currency,Amount
4548,COMPONENT,Current Account,Current Account,Daily Debit Interest Accrual On Uncleared Items Amount.Transaction Currency,Amount
54354,COMPOSITE,Current Account,Current Account,Daily Earning Hedge Accrual Amount,Multi Currency 3
4748,COMPONENT,Current Account,Current Account,Daily Earning Hedge Accrual Amount.Group Reporting Currency,Amount
4749,COMPONENT,Current Account,Current Account,Daily Earning Hedge Accrual Amount.Local Reporting Currency,Amount
4750,COMPONENT,Current Account,Current Account,Daily Earning Hedge Accrual Amount.Transaction Currency,Amount
54355,COMPOSITE,Current Account,Current Account,Daily Earning Pool Accrual Amount,Multi Currency 3
4752,COMPONENT,Current Account,Current Account,Daily Earning Pool Accrual Amount.Group Reporting Currency,Amount
4753,COMPONENT,Current Account,Current Account,Daily Earning Pool Accrual Amount.Local Reporting Currency,Amount
4754,COMPONENT,Current Account,Current Account,Daily Earning Pool Accrual Amount.Transaction Currency,Amount
54357,COMPOSITE,Current Account,Current Account,Daily Margin Accrual Amount,Multi Currency 3
4760,COMPONENT,Current Account,Current Account,Daily Margin Accrual Amount.Group Reporting Currency,Amount
4761,COMPONENT,Current Account,Current Account,Daily Margin Accrual Amount.Local Reporting Currency,Amount
4762,COMPONENT,Current Account,Current Account,Daily Margin Accrual Amount.Transaction Currency,Amount
4763,BASIC,Current Account,Current Account,Daily Nominal Change Amount,Amount
54341,COMPOSITE,Current Account,Current Account,Daily Non Conforming Charge Accrual Amount,Multi Currency 3
4554,COMPONENT,Current Account,Current Account,Daily Non Conforming Charge Accrual Amount.Group Reporting Currency,Amount
4550,COMPONENT,Current Account,Current Account,Daily Non Conforming Charge Accrual Amount.Local Reporting Currency,Amount
4552,COMPONENT,Current Account,Current Account,Daily Non Conforming Charge Accrual Amount.Transaction Currency,Amount
54342,COMPOSITE,Current Account,Current Account,Daily One Off Charge Accrual Amount,Multi Currency 3
4556,COMPONENT,Current Account,Current Account,Daily One Off Charge Accrual Amount.Group Reporting Currency,Amount
4558,COMPONENT,Current Account,Current Account,Daily One Off Charge Accrual Amount.Local Reporting Currency,Amount
4560,COMPONENT,Current Account,Current Account,Daily One Off Charge Accrual Amount.Transaction Currency,Amount
54343,COMPOSITE,Current Account,Current Account,Daily Surcharge Accrual Amount,Multi Currency 3
4566,COMPONENT,Current Account,Current Account,Daily Surcharge Accrual Amount.Group Reporting Currency,Amount
4562,COMPONENT,Current Account,Current Account,Daily Surcharge Accrual Amount.Local Reporting Currency,Amount
4564,COMPONENT,Current Account,Current Account,Daily Surcharge Accrual Amount.Transaction Currency,Amount
54358,COMPOSITE,Current Account,Current Account,Daily Transaction Maintenance Fee Accrual Amount,Multi Currency 3
4765,COMPONENT,Current Account,Current Account,Daily Transaction Maintenance Fee Accrual Amount.Group Reporting Currency,Amount
4767,COMPONENT,Current Account,Current Account,Daily Transaction Maintenance Fee Accrual Amount.Local Reporting Currency,Amount
4769,COMPONENT,Current Account,Current Account,Daily Transaction Maintenance Fee Accrual Amount.Transaction Currency,Amount
54359,COMPOSITE,Current Account,Current Account,Daily Transfer Pricing Benefit Accrual Amount,Multi Currency 3
4770,COMPONENT,Current Account,Current Account,Daily Transfer Pricing Benefit Accrual Amount.Group Reporting Currency,Amount
4771,COMPONENT,Current Account,Current Account,Daily Transfer Pricing Benefit Accrual Amount.Local Reporting Currency,Amount
4772,COMPONENT,Current Account,Current Account,Daily Transfer Pricing Benefit Accrual Amount.Transaction Currency,Amount
4568,BASIC,Current Account,Current Account,Days In Credit Count,Count
4570,BASIC,Current Account,Current Account,Days In Debit Count,Count
4572,BASIC,Current Account,Current Account,Days In Excess Count,Count
25345,BASIC,Current Account,Current Account,Days Remaining In Cool Off Count,Time Period
21430,BASIC,Current Account,Current Account,Days Until Credit Interest Payment Count,Time Period
21437,BASIC,Current Account,Current Account,Days Until Debit Interest Payment Count,Time Period
17164,BASIC,Current Account,Current Account,Debit Day Count Convention Code,Code
54181,COMPOSITE,Current Account,Current Account,Debit EIR Adjustment Amount,Multi Currency 3
15074,COMPONENT,Current Account,Current Account,Debit EIR Adjustment Amount.Group Reporting Currency,Amount
15085,COMPONENT,Current Account,Current Account,Debit EIR Adjustment Amount.Local Reporting Currency,Amount
15094,COMPONENT,Current Account,Current Account,Debit EIR Adjustment Amount.Transaction Currency,Amount
54196,COMPOSITE,Current Account,Current Account,Debit Interest Accrual Amount,Multi Currency 3
15112,COMPONENT,Current Account,Current Account,Debit Interest Accrual Amount.Group Reporting Currency,Amount
15116,COMPONENT,Current Account,Current Account,Debit Interest Accrual Amount.Local Reporting Currency,Amount
15132,COMPONENT,Current Account,Current Account,Debit Interest Accrual Amount.Transaction Currency,Amount
54199,COMPOSITE,Current Account,Current Account,Debit Interest Accrual Including EIR Adjustment Amount,Multi Currency 3
15135,COMPONENT,Current Account,Current Account,Debit Interest Accrual Including EIR Adjustment Amount.Group Reporting Currency,Amount
15151,COMPONENT,Current Account,Current Account,Debit Interest Accrual Including EIR Adjustment Amount.Local Reporting Currency,Amount
15159,COMPONENT,Current Account,Current Account,Debit Interest Accrual Including EIR Adjustment Amount.Transaction Currency,Amount
21808,BASIC,Current Account,Current Account,Debit Interest Calculation Frequency,Time Period
57050,BASIC,Current Account,Current Account,Debit Interest Calculation Type Code,Code
60529,COMPOSITE,Current Account,Current Account,Debit Interest Charged Amount,Multi Currency 3
60531,COMPONENT,Current Account,Current Account,Debit Interest Charged Amount.Group Reporting Currency,Amount
60530,COMPONENT,Current Account,Current Account,Debit Interest Charged Amount.Local Reporting Currency,Amount
60532,COMPONENT,Current Account,Current Account,Debit Interest Charged Amount.Transaction Currency,Amount
21827,BASIC,Current Account,Current Account,Debit Interest Payment Code,Code
21848,BASIC,Current Account,Current Account,Debit Interest Payment Frequency,Time Period
4775,BASIC,Current Account,Current Account,Debit Interest Rate,Rate
51597,BASIC,Current Account,Current Account,Debit Interest Rate Basic Rate,Rate
21870,BASIC,Current Account,Current Account,Debit Interest Rate Benchmark Indicator,Indicator
21449,BASIC,Current Account,Current Account,Debit Interest Rate Change Count,Count
51626,BASIC,Current Account,Current Account,Debit Interest Rate Permanent Adjustment Rate,Rate
51655,BASIC,Current Account,Current Account,Debit Interest Rate Temporary Adjustment Rate,Rate
21894,BASIC,Current Account,Current Account,Debit Interest Rate Type,Code
22135,BASIC,Current Account,Current Account,Debit Repricing Frequency,Time Period
61969,BASIC,Current Account,Current Account,Declined Reissue Indicator,Indicator
62070,BASIC,Current Account,Current Account,Default Calculation Exclusion Indicator,Indicator
62100,BASIC,Current Account,Current Account,Default Calculation Exclusion Reason Code,Code
54643,COMPOSITE,Current Account,Current Account,Deposit Volume Retained Amount,Multi Currency 3
20081,COMPONENT,Current Account,Current Account,Deposit Volume Retained Amount.Group Reporting Currency,Amount
