id,composite,subject_area,entity,attribute,type
22260,BASIC,Event,Default event IP,Automatic Set Up Flag,Flag
22290,BASIC,Event,Default event K,Automatic Set Up Flag,Flag
22240,BASIC,Event,Default event LG,Automatic Set Up Flag,Flag
22228,BASIC,Event,Default event N,Automatic Set Up Flag,Flag
22236,BASIC,Event,Default event Q3,Automatic Set Up Flag,Flag
22256,BASIC,Event,Default event QP,Automatic Set Up Flag,Flag
22264,BASIC,Event,Default event RS,Automatic Set Up Flag,Flag
22252,BASIC,Event,Default event S,Automatic Set Up Flag,Flag
22244,BASIC,Event,Default event W,Automatic Set Up Flag,Flag
22274,BASIC,Event,Default event WO,Automatic Set Up Flag,Flag
40694,BASIC,Investment Fund,Easy Invest Event Measurements,Automatic Set Up Flag,Flag
22306,BASIC,Event,Expired Starweb Note Event,Automatic Set Up Flag,Flag
38546,BASIC,Account,External Refinancing Event,Automatic Set Up Flag,Flag
22332,BASIC,Event,First grace period on a continuous time interval for loans Event,Automatic Set Up Flag,Flag
22310,BASIC,Event,First grace period on a continuous time interval for unified customers Event,Automatic Set Up Flag,Flag
27968,BASIC,Event,Forced execution,Automatic Set Up Flag,Flag
22136,BASIC,Event,Forfeiture of guarantee letters Event,Automatic Set Up Flag,Flag
38718,BASIC,Insurance,Insurance Closing Event,Automatic Set Up Flag,Flag
38719,BASIC,Insurance,Insurance Commercial Activation Event,Automatic Set Up Flag,Flag
40647,BASIC,Insurance,Insurance Event Measurements,Automatic Set Up Flag,Flag
38701,BASIC,Insurance,Insurance Opening Event,Automatic Set Up Flag,Flag
22340,BASIC,Event,Interest computation Freezing event,Automatic Set Up Flag,Flag
38547,BASIC,Account,Internal Refinancing Event,Automatic Set Up Flag,Flag
38545,BASIC,Account,Mixed Refinancing Event,Automatic Set Up Flag,Flag
11814,BASIC,Party,NBR Financial Rating,Automatic Set Up Flag,Flag
32063,BASIC,Party,NBR Risk category Rating,Automatic Set Up Flag,Flag
38592,BASIC,Account,New Account Sale Event,Automatic Set Up Flag,Flag
38624,BASIC,Account,New Card Contract Sale Event,Automatic Set Up Flag,Flag
38621,BASIC,Account,New Card Sale Event,Automatic Set Up Flag,Flag
38720,BASIC,Insurance,New Insurance Sale Event,Automatic Set Up Flag,Flag
37711,BASIC,Event,New Package Sale Event,Automatic Set Up Flag,Flag
38347,BASIC,Service,New Payroll Convention Sale Event,Automatic Set Up Flag,Flag
11809,BASIC,Party,Obligor rating,Automatic Set Up Flag,Flag
38562,BASIC,Account,Overdraft New Sale Event,Automatic Set Up Flag,Flag
38575,BASIC,Account,Overdraft Setup (Opening) Event,Automatic Set Up Flag,Flag
26936,BASIC,Event,PD Variation event,Automatic Set Up Flag,Flag
22461,BASIC,Event,Package Closing Event,Automatic Set Up Flag,Flag
40412,BASIC,Package,Package Event Measurements,Automatic Set Up Flag,Flag
22437,BASIC,Event,Package Opening Event,Automatic Set Up Flag,Flag
22220,BASIC,Event,"Pay in kind event, with risk code Pay in kind (DP)",Automatic Set Up Flag,Flag
22209,BASIC,Event,"Pay in kind event, with risk code Stop Pay in kind (SDP)",Automatic Set Up Flag,Flag
22186,BASIC,Event,"Pay in kind event, with risk code Transmitted Pay in kind notification (TDP)",Automatic Set Up Flag,Flag
22213,BASIC,Event,"Pay in kind, with risk code Refusal in Pay in kind (RDP)",Automatic Set Up Flag,Flag
38458,BASIC,Service,Payroll Convention Closing Event,Automatic Set Up Flag,Flag
40503,BASIC,Service,Payroll Convention Event Measurements,Automatic Set Up Flag,Flag
38527,BASIC,Service,Payroll Convention Opening Event,Automatic Set Up Flag,Flag
22298,BASIC,Event,Probation event,Automatic Set Up Flag,Flag
22198,BASIC,Event,Quarantine period for restructured loans Event,Automatic Set Up Flag,Flag
22314,BASIC,Event,Quarantine period for unified customers with restructured loans Event,Automatic Set Up Flag,Flag
38544,BASIC,Account,Refinancing Event,Automatic Set Up Flag,Flag
38431,BASIC,Service,Remote Banking Closing Event,Automatic Set Up Flag,Flag
40597,BASIC,Service,Remote Banking Event Measurements,Automatic Set Up Flag,Flag
38348,BASIC,Service,Remote Banking New Sale Event,Automatic Set Up Flag,Flag
38349,BASIC,Service,Remote Banking Opening Event,Automatic Set Up Flag,Flag
22182,BASIC,Event,Restructured Credit event,Automatic Set Up Flag,Flag
11812,BASIC,Party,Risk Class Rating,Automatic Set Up Flag,Flag
11810,BASIC,Party,SG Rating,Automatic Set Up Flag,Flag
22322,BASIC,Event,Sensitive unified customers according to Watch Provisioning List event,Automatic Set Up Flag,Flag
38735,BASIC,Event,Service Access Event,Automatic Set Up Flag,Flag
27048,BASIC,Event,Significant absolute Rating event,Automatic Set Up Flag,Flag
26928,BASIC,Event,Stage contamination event,Automatic Set Up Flag,Flag
22302,BASIC,Event,Starweb Note missing event,Automatic Set Up Flag,Flag
39300,BASIC,Service,Terminal Closing Event,Automatic Set Up Flag,Flag
40550,BASIC,Terminals,Terminal Event Measurements,Automatic Set Up Flag,Flag
39299,BASIC,Service,Terminal New Sale Event,Automatic Set Up Flag,Flag
39298,BASIC,Service,Terminal Opening Event,Automatic Set Up Flag,Flag
27876,BASIC,Party,Unified Customer PD variation event,Automatic Set Up Flag,Flag
27868,BASIC,Event,Unified Customer Stage Contamination event,Automatic Set Up Flag,Flag
22353,BASIC,Event,Unified customers in the management by specialized recovery structures event,Automatic Set Up Flag,Flag
11813,BASIC,Party,WATCHLIST Rating,Automatic Set Up Flag,Flag
22194,BASIC,Event,Write-Off Event,Automatic Set Up Flag,Flag
219,BASIC,Collateral,Collateral Reevaluation,Automatic valuation Flag,Flag
35257,BASIC,Account,Account Balance Type,Average Exchange Rate,Numeric
37229,BASIC,Party,Customer Balance Type,Average Exchange Rate,Numeric
32998,BASIC,Account,Product Account Measurements,Average Exchange Rate,Numeric
33039,BASIC,Account,Operational Account Balance,Balance amount,Numeric
13244,COMPOSITE,Nomenclatory,Nomenclatory,Balance type,Referencial LOV
29695,COMPOSITE,Account,Account Balance Category FTP Assign,Balance type category,Referencial LOV
31486,COMPOSITE,Account,Account Balance Type FTP Assign,Balance type category,Referencial LOV
11305,COMPOSITE,Nomenclatory,Nomenclatory,Balance type category,Referencial LOV
30981,COMPOSITE,Account,Operational ALM Planning Account,Balance type category,Referencial LOV
31497,COMPOSITE,Account,Operational ALM Planning Account for Credit Card,Balance type category,Referencial LOV
160,COMPOSITE,Account,Operational Account Balance,Balance type category,Referencial LOV
29696,COMPONENT,Account,Account Balance Category FTP Assign,Balance type category.Code,Text
31487,COMPONENT,Account,Account Balance Type FTP Assign,Balance type category.Code,Text
11308,COMPONENT,Nomenclatory,Nomenclatory,Balance type category.Code,Text
30982,COMPONENT,Account,Operational ALM Planning Account,Balance type category.Code,Text
31498,COMPONENT,Account,Operational ALM Planning Account for Credit Card,Balance type category.Code,Text
11306,COMPONENT,Account,Operational Account Balance,Balance type category.Code,Text
29697,COMPONENT,Account,Account Balance Category FTP Assign,Balance type category.Description,Text
31488,COMPONENT,Account,Account Balance Type FTP Assign,Balance type category.Description,Text
11309,COMPONENT,Nomenclatory,Nomenclatory,Balance type category.Description,Text
30983,COMPONENT,Account,Operational ALM Planning Account,Balance type category.Description,Text
31499,COMPONENT,Account,Operational ALM Planning Account for Credit Card,Balance type category.Description,Text
11307,COMPONENT,Account,Operational Account Balance,Balance type category.Description,Text
13246,COMPONENT,Nomenclatory,Nomenclatory,Balance type.Code,Text
13245,COMPONENT,Nomenclatory,Nomenclatory,Balance type.Description,Text
31159,BASIC,Contract,Invoice Account,Bank Acronym,Text
30892,COMPOSITE,Treasury,Banking Book Security Deal,Bank Holding Role,Referencial LOV
5293,COMPOSITE,Treasury,CAP Deal,Bank Holding Role,Referencial LOV
5286,COMPOSITE,Treasury,CIRS Deal,Bank Holding Role,Referencial LOV
5292,COMPOSITE,Treasury,Equities Option Deal,Bank Holding Role,Referencial LOV
5290,COMPOSITE,Treasury,FX Option Deal,Bank Holding Role,Referencial LOV
5284,COMPOSITE,Treasury,Forex Deal,Bank Holding Role,Referencial LOV
5289,COMPOSITE,Treasury,Forward Deal,Bank Holding Role,Referencial LOV
5285,COMPOSITE,Treasury,IRS Deal,Bank Holding Role,Referencial LOV
5283,COMPOSITE,Treasury,Money Market Deal,Bank Holding Role,Referencial LOV
9087,COMPOSITE,Nomenclatory,Nomenclatory,Bank Holding Role,Referencial LOV
5288,COMPOSITE,Treasury,Option Deal,Bank Holding Role,Referencial LOV
5282,COMPOSITE,Treasury,Repo/RevRepo Collateral Deal,Bank Holding Role,Referencial LOV
5281,COMPOSITE,Treasury,Repo/RevRepo Deal,Bank Holding Role,Referencial LOV
5280,COMPOSITE,Treasury,Security Deal,Bank Holding Role,Referencial LOV
34751,COMPOSITE,Treasury,Security Deal Position,Bank Holding Role,Referencial LOV
5287,COMPOSITE,Treasury,Spot Deal,Bank Holding Role,Referencial LOV
5291,COMPOSITE,Treasury,Swap Deal,Bank Holding Role,Referencial LOV
30807,COMPOSITE,Treasury,Trading Book Security Deal,Bank Holding Role,Referencial LOV
5279,COMPOSITE,Treasury,Treasury Deal,Bank Holding Role,Referencial LOV
30896,COMPONENT,Treasury,Banking Book Security Deal,Bank Holding Role.Code,Text
9085,COMPONENT,Treasury,CAP Deal,Bank Holding Role.Code,Text
9077,COMPONENT,Treasury,CIRS Deal,Bank Holding Role.Code,Text
9083,COMPONENT,Treasury,Equities Option Deal,Bank Holding Role.Code,Text
9081,COMPONENT,Treasury,FX Option Deal,Bank Holding Role.Code,Text
9067,COMPONENT,Treasury,Forex Deal,Bank Holding Role.Code,Text
9071,COMPONENT,Treasury,Forward Deal,Bank Holding Role.Code,Text
9075,COMPONENT,Treasury,IRS Deal,Bank Holding Role.Code,Text
9065,COMPONENT,Treasury,Money Market Deal,Bank Holding Role.Code,Text
9088,COMPONENT,Nomenclatory,Nomenclatory,Bank Holding Role.Code,Text
9079,COMPONENT,Treasury,Option Deal,Bank Holding Role.Code,Text
9063,COMPONENT,Treasury,Repo/RevRepo Collateral Deal,Bank Holding Role.Code,Text
9061,COMPONENT,Treasury,Repo/RevRepo Deal,Bank Holding Role.Code,Text
9059,COMPONENT,Treasury,Security Deal,Bank Holding Role.Code,Text
34752,COMPONENT,Treasury,Security Deal Position,Bank Holding Role.Code,Text
9069,COMPONENT,Treasury,Spot Deal,Bank Holding Role.Code,Text
9073,COMPONENT,Treasury,Swap Deal,Bank Holding Role.Code,Text
30811,COMPONENT,Treasury,Trading Book Security Deal,Bank Holding Role.Code,Text
9057,COMPONENT,Treasury,Treasury Deal,Bank Holding Role.Code,Text
30899,COMPONENT,Treasury,Banking Book Security Deal,Bank Holding Role.Description,Text
9086,COMPONENT,Treasury,CAP Deal,Bank Holding Role.Description,Text
9078,COMPONENT,Treasury,CIRS Deal,Bank Holding Role.Description,Text
9084,COMPONENT,Treasury,Equities Option Deal,Bank Holding Role.Description,Text
9082,COMPONENT,Treasury,FX Option Deal,Bank Holding Role.Description,Text
9068,COMPONENT,Treasury,Forex Deal,Bank Holding Role.Description,Text
9072,COMPONENT,Treasury,Forward Deal,Bank Holding Role.Description,Text
9076,COMPONENT,Treasury,IRS Deal,Bank Holding Role.Description,Text
9066,COMPONENT,Treasury,Money Market Deal,Bank Holding Role.Description,Text
9089,COMPONENT,Nomenclatory,Nomenclatory,Bank Holding Role.Description,Text
9080,COMPONENT,Treasury,Option Deal,Bank Holding Role.Description,Text
9064,COMPONENT,Treasury,Repo/RevRepo Collateral Deal,Bank Holding Role.Description,Text
9062,COMPONENT,Treasury,Repo/RevRepo Deal,Bank Holding Role.Description,Text
9060,COMPONENT,Treasury,Security Deal,Bank Holding Role.Description,Text
34753,COMPONENT,Treasury,Security Deal Position,Bank Holding Role.Description,Text
9070,COMPONENT,Treasury,Spot Deal,Bank Holding Role.Description,Text
9074,COMPONENT,Treasury,Swap Deal,Bank Holding Role.Description,Text
30814,COMPONENT,Treasury,Trading Book Security Deal,Bank Holding Role.Description,Text
9058,COMPONENT,Treasury,Treasury Deal,Bank Holding Role.Description,Text
231,BASIC,Party,Marketing Agreement,Banks commercial offer agreement,Flag
3995,BASIC,Treasury,CAP Deal,Barrier Rate,Numeric
3986,BASIC,Treasury,Equities Option Deal,Barrier Rate,Numeric
3979,BASIC,Treasury,FX Option Deal,Barrier Rate,Numeric
3968,BASIC,Treasury,Option Deal,Barrier Rate,Numeric
10418,BASIC,Currency,Currency quotation,Base Currency,Text
3697,COMPOSITE,Collateral,Collateral,Basel Category of Collateral,Referencial LOV
31171,COMPOSITE,Collateral,Collateral Classification,Basel Category of Collateral,Referencial LOV
3718,COMPOSITE,Collateral,Collateral Real Estate,Basel Category of Collateral,Referencial LOV
6259,COMPOSITE,Nomenclatory,Nomenclatory,Basel Category of Collateral,Referencial LOV
31058,COMPOSITE,Collateral,RevRepo Collateral,Basel Category of Collateral,Referencial LOV
3708,COMPONENT,Collateral,Collateral,Basel Category of Collateral.Code,Text
31172,COMPONENT,Collateral,Collateral Classification,Basel Category of Collateral.Code,Text
3741,COMPONENT,Collateral,Collateral Real Estate,Basel Category of Collateral.Code,Text
6260,COMPONENT,Nomenclatory,Nomenclatory,Basel Category of Collateral.Code,Text
31064,COMPONENT,Collateral,RevRepo Collateral,Basel Category of Collateral.Code,Text
3712,COMPONENT,Collateral,Collateral,Basel Category of Collateral.Description,Text
31173,COMPONENT,Collateral,Collateral Classification,Basel Category of Collateral.Description,Text
3749,COMPONENT,Collateral,Collateral Real Estate,Basel Category of Collateral.Description,Text
6261,COMPONENT,Nomenclatory,Nomenclatory,Basel Category of Collateral.Description,Text
31066,COMPONENT,Collateral,RevRepo Collateral,Basel Category of Collateral.Description,Text
6036,COMPOSITE,Nomenclatory,Nomenclatory,Basel Portfolio,Referencial LOV
32562,COMPOSITE,Account,Product Account Measurements,Basel Portfolio,Referencial LOV
234,COMPOSITE,Account,SG Product Classification,Basel Portfolio,Referencial LOV
6038,COMPONENT,Nomenclatory,Nomenclatory,Basel Portfolio.Code,Text
32563,COMPONENT,Account,Product Account Measurements,Basel Portfolio.Code,Text
239,COMPONENT,Account,SG Product Classification,Basel Portfolio.Code,Text
6037,COMPONENT,Nomenclatory,Nomenclatory,Basel Portfolio.Description,Text
32564,COMPONENT,Account,Product Account Measurements,Basel Portfolio.Description,Text
242,COMPONENT,Account,SG Product Classification,Basel Portfolio.Description,Text
6039,COMPOSITE,Nomenclatory,Nomenclatory,Basel Sub Portfolio,Referencial LOV
32661,COMPOSITE,Account,Product Account Measurements,Basel Sub Portfolio,Referencial LOV
236,COMPOSITE,Account,SG Product Classification,Basel Sub Portfolio,Referencial LOV
6040,COMPONENT,Nomenclatory,Nomenclatory,Basel Sub Portfolio.Code,Text
32664,COMPONENT,Account,Product Account Measurements,Basel Sub Portfolio.Code,Text
243,COMPONENT,Account,SG Product Classification,Basel Sub Portfolio.Code,Text
6041,COMPONENT,Nomenclatory,Nomenclatory,Basel Sub Portfolio.Description,Text
32666,COMPONENT,Account,Product Account Measurements,Basel Sub Portfolio.Description,Text
246,COMPONENT,Account,SG Product Classification,Basel Sub Portfolio.Description,Text
40044,COMPOSITE,KPI,Basic KPI,Basic KPI,Referencial LOV
40253,COMPOSITE,Nomenclatory,Nomenclatory,Basic KPI,Referencial LOV
40313,REFERENCE,KPI,Basic KPI,Basic KPI Identifier,Reference
40059,REFERENCE,KPI,Operational KPI,Basic KPI Identifier,Reference
40320,REFERENCE,KPI,Operational KPI Detail,Basic KPI Identifier,Reference
40046,COMPONENT,KPI,Basic KPI,Basic KPI.Code,Text
40255,COMPONENT,Nomenclatory,Nomenclatory,Basic KPI.Code,Text
40045,COMPONENT,KPI,Basic KPI,Basic KPI.Description,Text
40254,COMPONENT,Nomenclatory,Nomenclatory,Basic KPI.Description,Text
40181,BASIC,KPI,Operational KPI Detail,Basket Detail Identifier,Numeric
240,BASIC,Party,BRM Rating,Behavioral model,Text
9339,BASIC,Party,BRM Risk Class Rating,Behavioral model,Text
6597,BASIC,Interest,Interest curve,Benchmark Flag,Flag
4338,BASIC,Interest,Contractual Interest,Benchmark interest rate cap,Numeric
13239,BASIC,Account,Credit card Components,Benchmark interest rate cap,Numeric
5445,BASIC,Interest,Current Interest,Benchmark interest rate cap,Numeric
4340,BASIC,Interest,Contractual Interest,Benchmark interest rate floor,Numeric
13236,BASIC,Account,Credit card Components,Benchmark interest rate floor,Numeric
5444,BASIC,Interest,Current Interest,Benchmark interest rate floor,Numeric
32356,REFERENCE,Contract,Bill Payments Collecting Contract,Bill Payments Collecting Contract Identifier,Reference
32393,REFERENCE,Service,Bill Payments Collecting Service,Bill Payments Collecting Service Identifier,Reference
37492,REFERENCE,Service,Core banking Bill Payments Collecting Service,Bill Payments Collecting Service Identifier,Reference
37447,REFERENCE,Service,Terminal Bill Payments Collecting Service,Bill Payments Collecting Service Identifier,Reference
13653,BASIC,Transaction,Card Transaction,Billing Amount,Numeric
28703,BASIC,Transaction,FX Card Non-Storno Transaction,Billing Amount,Numeric
25228,BASIC,Transaction,FX Card Storno Transaction,Billing Amount,Numeric
26793,BASIC,Transaction,FX Card Transaction,Billing Amount,Numeric
28904,BASIC,Transaction,Non-FX Card Non-Storno Transaction,Billing Amount,Numeric
25285,BASIC,Transaction,Non-FX Card Storno Transactions,Billing Amount,Numeric
26605,BASIC,Transaction,Non-FX Card Transaction,Billing Amount,Numeric
13655,BASIC,Transaction,Card Transaction,Billing Currency,Text
28705,BASIC,Transaction,FX Card Non-Storno Transaction,Billing Currency,Text
24992,BASIC,Transaction,FX Card Storno Transaction,Billing Currency,Text
26795,BASIC,Transaction,FX Card Transaction,Billing Currency,Text
28961,BASIC,Transaction,Non-FX Card Non-Storno Transaction,Billing Currency,Text
25122,BASIC,Transaction,Non-FX Card Storno Transactions,Billing Currency,Text
26607,BASIC,Transaction,Non-FX Card Transaction,Billing Currency,Text
37300,BASIC,Party,Employee Party,Birth Date,Date
983,BASIC,Party,Individual Customer,Birth Date,Date
22513,BASIC,Party,Individual Third Party,Birth Date,Date
37296,BASIC,Party,Employee Party,Birth name,Text
272,COMPOSITE,Party,Individual Customer,Birth place Country,Referencial LOV
22514,COMPOSITE,Party,Individual Third Party,Birth place Country,Referencial LOV
7606,COMPOSITE,Nomenclatory,Nomenclatory,Birth place Country,Referencial LOV
7604,COMPONENT,Party,Individual Customer,Birth place Country.Code,Text
22515,COMPONENT,Party,Individual Third Party,Birth place Country.Code,Text
7607,COMPONENT,Nomenclatory,Nomenclatory,Birth place Country.Code,Text
7605,COMPONENT,Party,Individual Customer,Birth place Country.Description,Text
22516,COMPONENT,Party,Individual Third Party,Birth place Country.Description,Text
7608,COMPONENT,Nomenclatory,Nomenclatory,Birth place Country.Description,Text
275,COMPOSITE,Party,Individual Customer,Birth place County,Referencial LOV
10480,COMPOSITE,Nomenclatory,Nomenclatory,Birth place County,Referencial LOV
10478,COMPONENT,Party,Individual Customer,Birth place County.Code,Text
10481,COMPONENT,Nomenclatory,Nomenclatory,Birth place County.Code,Text
10479,COMPONENT,Party,Individual Customer,Birth place County.Description,Text
10482,COMPONENT,Nomenclatory,Nomenclatory,Birth place County.Description,Text
280,BASIC,Party,Individual Customer,Birth place Locality,Text
282,COMPOSITE,Account,BK-GL Reconciliation Computation,BK_GL Difference value,Multi Currency
293,COMPONENT,Account,BK-GL Reconciliation Computation,BK_GL Difference value.EUR,Numeric
290,COMPONENT,Account,BK-GL Reconciliation Computation,BK_GL Difference value.LCY,Numeric
287,COMPONENT,Account,BK-GL Reconciliation Computation,BK_GL Difference value.OCY,Numeric
289,REFERENCE,Transaction,Booked Transaction,Booking Credit Synthetic Account Identifier,Reference
10726,REFERENCE,Transaction,Card Transaction,Booking Credit Synthetic Account Identifier,Reference
10723,REFERENCE,Transaction,Cash Counter Transaction,Booking Credit Synthetic Account Identifier,Reference
24699,REFERENCE,Transaction,Cashier Fee Income/ Expense Transaction,Booking Credit Synthetic Account Identifier,Reference
13294,REFERENCE,Transaction,Cumulative Transaction,Booking Credit Synthetic Account Identifier,Reference
28731,REFERENCE,Transaction,FX Card Non-Storno Transaction,Booking Credit Synthetic Account Identifier,Reference
24876,REFERENCE,Transaction,FX Card Storno Transaction,Booking Credit Synthetic Account Identifier,Reference
26694,REFERENCE,Transaction,FX Card Transaction,Booking Credit Synthetic Account Identifier,Reference
10724,REFERENCE,Transaction,FX Cash Counter Transaction,Booking Credit Synthetic Account Identifier,Reference
29015,REFERENCE,Transaction,FX Non-Storno Cash Counter Transaction,Booking Credit Synthetic Account Identifier,Reference
34066,REFERENCE,Transaction,FX Non-Storno Other Booked Transaction,Booking Credit Synthetic Account Identifier,Reference
33963,REFERENCE,Transaction,FX Other Booked Transaction,Booking Credit Synthetic Account Identifier,Reference
29094,REFERENCE,Transaction,FX Storno Cash Counter Transaction,Booking Credit Synthetic Account Identifier,Reference
34102,REFERENCE,Transaction,FX Storno Other Booked Transaction,Booking Credit Synthetic Account Identifier,Reference
10727,REFERENCE,Transaction,Fee Income/Expense Transaction,Booking Credit Synthetic Account Identifier,Reference
25680,REFERENCE,Transaction,Interest Income/Expense Transaction,Booking Credit Synthetic Account Identifier,Reference
24658,REFERENCE,Transaction,Non-Cashier Fee Income/ Expense Transaction,Booking Credit Synthetic Account Identifier,Reference
28832,REFERENCE,Transaction,Non-FX Card Non-Storno Transaction,Booking Credit Synthetic Account Identifier,Reference
25029,REFERENCE,Transaction,Non-FX Card Storno Transactions,Booking Credit Synthetic Account Identifier,Reference
26546,REFERENCE,Transaction,Non-FX Card Transaction,Booking Credit Synthetic Account Identifier,Reference
25516,REFERENCE,Transaction,Non-FX Cash Counter Transaction,Booking Credit Synthetic Account Identifier,Reference
29163,REFERENCE,Transaction,Non-FX Non-Storno Cash Counter Transaction,Booking Credit Synthetic Account Identifier,Reference
34299,REFERENCE,Transaction,Non-FX Non-Storno Other Booked Transaction,Booking Credit Synthetic Account Identifier,Reference
34006,REFERENCE,Transaction,Non-FX Other Booked Transaction,Booking Credit Synthetic Account Identifier,Reference
29208,REFERENCE,Transaction,Non-FX Storno Cash Counter Transaction,Booking Credit Synthetic Account Identifier,Reference
34256,REFERENCE,Transaction,Non-FX Storno Other Booked Transaction,Booking Credit Synthetic Account Identifier,Reference
29412,REFERENCE,Transaction,Non-Storno Cashier Fee Income/ Expense Transaction,Booking Credit Synthetic Account Identifier,Reference
29595,REFERENCE,Transaction,Non-Storno Interest Income/Expense Transaction,Booking Credit Synthetic Account Identifier,Reference
29511,REFERENCE,Transaction,Non-Storno Non-Cashier Fee Income/ Expense Transaction,Booking Credit Synthetic Account Identifier,Reference
32588,REFERENCE,Transaction,Other Booked Transaction,Booking Credit Synthetic Account Identifier,Reference
29461,REFERENCE,Transaction,Storno Cashier Fee Income/ Expense Transaction,Booking Credit Synthetic Account Identifier,Reference
29629,REFERENCE,Transaction,Storno Interest Income/Expense Transaction,Booking Credit Synthetic Account Identifier,Reference
29554,REFERENCE,Transaction,Storno Non-Cashier Fee Income/ Expense Transaction,Booking Credit Synthetic Account Identifier,Reference
33106,COMPOSITE,Account,Account Balance,Booking Currency,Referencial LOV
33442,COMPOSITE,Regulatory Requirements,CoRep Deal,Booking Currency,Referencial LOV
33409,COMPOSITE,Account,GL Account Balance,Booking Currency,Referencial LOV
38340,COMPOSITE,Account,GL Account Balance After Reclassification,Booking Currency,Referencial LOV
38339,COMPOSITE,Account,GL Account Balance Before reclassification,Booking Currency,Referencial LOV
39916,COMPOSITE,Account,GL Transaction,Booking Currency,Referencial LOV
33110,COMPOSITE,Account,Operational Account Balance,Booking Currency,Referencial LOV
33111,COMPOSITE,Account,Reclassified Account Balance,Booking Currency,Referencial LOV
33109,COMPOSITE,Account,Reconciled Account Balance,Booking Currency,Referencial LOV
33107,COMPONENT,Account,Account Balance,Booking Currency.Code,Text
33449,COMPONENT,Regulatory Requirements,CoRep Deal,Booking Currency.Code,Text
38337,COMPONENT,Account,GL Account Balance,Booking Currency.Code,Text
38343,COMPONENT,Account,GL Account Balance After Reclassification,Booking Currency.Code,Text
38341,COMPONENT,Account,GL Account Balance Before reclassification,Booking Currency.Code,Text
39917,COMPONENT,Account,GL Transaction,Booking Currency.Code,Text
33113,COMPONENT,Account,Operational Account Balance,Booking Currency.Code,Text
33116,COMPONENT,Account,Reclassified Account Balance,Booking Currency.Code,Text
33112,COMPONENT,Account,Reconciled Account Balance,Booking Currency.Code,Text
33108,COMPONENT,Account,Account Balance,Booking Currency.Description,Text
33451,COMPONENT,Regulatory Requirements,CoRep Deal,Booking Currency.Description,Text
38338,COMPONENT,Account,GL Account Balance,Booking Currency.Description,Text
38344,COMPONENT,Account,GL Account Balance After Reclassification,Booking Currency.Description,Text
38342,COMPONENT,Account,GL Account Balance Before reclassification,Booking Currency.Description,Text
39918,COMPONENT,Account,GL Transaction,Booking Currency.Description,Text
33115,COMPONENT,Account,Operational Account Balance,Booking Currency.Description,Text
33117,COMPONENT,Account,Reclassified Account Balance,Booking Currency.Description,Text
33114,COMPONENT,Account,Reconciled Account Balance,Booking Currency.Description,Text
291,BASIC,Transaction,Booked Transaction,Booking Date,Date
38076,BASIC,Transaction,Booked Transaction Associating,Booking Date,Date
10720,BASIC,Transaction,Card Transaction,Booking Date,Date
10717,BASIC,Transaction,Cash Counter Transaction,Booking Date,Date
24664,BASIC,Transaction,Cashier Fee Income/ Expense Transaction,Booking Date,Date
13312,BASIC,Transaction,Cumulative Transaction,Booking Date,Date
28721,BASIC,Transaction,FX Card Non-Storno Transaction,Booking Date,Date
24849,BASIC,Transaction,FX Card Storno Transaction,Booking Date,Date
26701,BASIC,Transaction,FX Card Transaction,Booking Date,Date
10718,BASIC,Transaction,FX Cash Counter Transaction,Booking Date,Date
29014,BASIC,Transaction,FX Non-Storno Cash Counter Transaction,Booking Date,Date
34064,BASIC,Transaction,FX Non-Storno Other Booked Transaction,Booking Date,Date
33961,BASIC,Transaction,FX Other Booked Transaction,Booking Date,Date
29093,BASIC,Transaction,FX Storno Cash Counter Transaction,Booking Date,Date
34101,BASIC,Transaction,FX Storno Other Booked Transaction,Booking Date,Date
10721,BASIC,Transaction,Fee Income/Expense Transaction,Booking Date,Date
25674,BASIC,Transaction,Interest Income/Expense Transaction,Booking Date,Date
24616,BASIC,Transaction,Non-Cashier Fee Income/ Expense Transaction,Booking Date,Date
28827,BASIC,Transaction,Non-FX Card Non-Storno Transaction,Booking Date,Date
25000,BASIC,Transaction,Non-FX Card Storno Transactions,Booking Date,Date
26553,BASIC,Transaction,Non-FX Card Transaction,Booking Date,Date
25511,BASIC,Transaction,Non-FX Cash Counter Transaction,Booking Date,Date
29156,BASIC,Transaction,Non-FX Non-Storno Cash Counter Transaction,Booking Date,Date
34306,BASIC,Transaction,Non-FX Non-Storno Other Booked Transaction,Booking Date,Date
34004,BASIC,Transaction,Non-FX Other Booked Transaction,Booking Date,Date
29195,BASIC,Transaction,Non-FX Storno Cash Counter Transaction,Booking Date,Date
34263,BASIC,Transaction,Non-FX Storno Other Booked Transaction,Booking Date,Date
29409,BASIC,Transaction,Non-Storno Cashier Fee Income/ Expense Transaction,Booking Date,Date
29605,BASIC,Transaction,Non-Storno Interest Income/Expense Transaction,Booking Date,Date
29509,BASIC,Transaction,Non-Storno Non-Cashier Fee Income/ Expense Transaction,Booking Date,Date
32586,BASIC,Transaction,Other Booked Transaction,Booking Date,Date
29458,BASIC,Transaction,Storno Cashier Fee Income/ Expense Transaction,Booking Date,Date
29639,BASIC,Transaction,Storno Interest Income/Expense Transaction,Booking Date,Date
29552,BASIC,Transaction,Storno Non-Cashier Fee Income/ Expense Transaction,Booking Date,Date
39284,BASIC,Transaction,Terminal Transaction,Booking Date,Date
294,REFERENCE,Transaction,Booked Transaction,Booking Debit Synthetic Account Identifier,Reference
